Real-time,RTD Average Upper Temperature (C)
2018-02-26 22:00:56,-14.76489
2018-02-27 00:01:04,-16.06208
2018-02-27 01:00:56,-16.29827
2018-02-27 02:00:56,-16.67208
2018-02-27 03:01:04,-16.83396
2018-02-27 04:00:56,-17.09307
2018-02-27 05:01:03,-16.94891
2018-02-27 06:00:56,-16.5287
2018-02-27 07:00:56,-15.96425
2018-02-27 08:00:56,-15.29916
2018-02-27 09:00:56,-14.48723
2018-02-27 10:01:00,-13.58323
2018-02-27 11:01:04,-13.11537
2018-02-27 12:00:58,-12.74243
2018-02-27 13:00:56,-12.13003
2018-02-27 14:00:56,-11.80665
2018-02-27 15:01:04,-12.36956
2018-02-27 16:01:02,-13.03424
2018-02-27 17:00:56,-13.03462
2018-02-27 18:01:05,-13.99805
2018-02-27 19:00:56,-13.93834
2018-02-27 20:01:04,-14.36458
2018-02-27 21:00:56,-14.98086
2018-02-27 22:01:02,-15.43844
2018-02-27 23:00:56,-15.6985
2018-02-28 00:01:05,-15.17735
2018-02-28 01:00:58,-15.2942
2018-02-28 02:00:55,-15.311
2018-02-28 03:00:56,-15.10812
2018-02-28 04:00:55,-14.85319
2018-02-28 05:00:56,-14.76148
2018-02-28 06:00:56,-14.79755
2018-02-28 07:00:56,-12.69255
2018-02-28 08:01:03,-11.69738
2018-02-28 09:00:56,-11.2226
2018-02-28 10:00:56,-10.66786
2018-02-28 11:00:56,-9.973538
2018-02-28 12:01:05,-9.752962
2018-02-28 13:00:55,-9.324082
2018-02-28 14:00:56,-9.22557
2018-02-28 15:01:05,-10.23185
2018-02-28 16:01:01,-10.59057
2018-02-28 17:00:56,-10.2356
2018-02-28 18:00:56,-11.01184
2018-02-28 19:01:03,-11.78629
2018-02-28 20:00:56,-11.71132
2018-02-28 21:00:56,-11.9784
2018-02-28 22:00:56,-12.90844
2018-02-28 23:00:56,-12.25328
